,Created_at,Text,Clean Text,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas
73,2022-03-13 23:58:35+00:00,"RT @XoloElvis: A ver Chairos cuánto compras de gasolina con el salario mínimo

USA ganas 10 dlls/hora 80 diario y precio de $6 por galón. 8…", a ver chairos cu nto compras de gasolina con el salario m nimo  usa ganas 10 dlls hora 80 diario y precio de  6 por gal n  8 ,es,0,597,2012-05-29 02:42:52+00:00,656,False,543,,
74,2022-03-13 23:58:34+00:00,"RT @danymarulanda13: Cómo será la inflación mundial, que Tom Brady volverá a la NFL. Una razón sería poder juntar otros dolaretes para paga…", c mo ser  la inflaci n mundial  que tom brady volver  a la nfl  una raz n ser a poder juntar otros dolaretes para paga ,es,0,2,2010-09-14 00:46:23+00:00,2622,False,50782,Granada,
75,2022-03-13 23:58:33+00:00,"RT @porelcule: Gasolina a más de 2€, luz a 750€ MWH, subida del gas del 400%, deuda pública disparada, paro descontrolado…

¿Acaso alguien…", gasolina a m s de 2   luz a 750  mwh  subida del gas del 400   deuda p blica disparada  paro descontrolado    acaso alguien ,es,0,108,2020-05-08 21:31:53+00:00,1294,False,171150,,
76,2022-03-13 23:58:33+00:00,RT @Kemasda23: Un ministro italiano califica de «estafa colosal sin justificación» el precio de la gasolina y los carburantes https://t.co/…, un ministro italiano califica de  estafa colosal sin justificaci n  el precio de la gasolina y los carburantes  ,es,0,13,2017-08-27 22:21:27+00:00,586,False,86105,"Comunidad de Madrid, España",
77,2022-03-13 23:58:31+00:00,"@MarkoCortes @lopezobrador_ Esto es no tener vergüenza, los que subieron el precio de la Gasolina ahora lo usan para atacar a AMLO,  creen que el pueblo es tonto 😡😡😡😡😡",     esto es no tener verg enza  los que subieron el precio de la gasolina ahora lo usan para atacar a amlo   creen que el pueblo es tonto      ,es,1,0,2021-11-28 17:25:52+00:00,20,False,751,,
78,2022-03-13 23:58:31+00:00,"@CarlosLoret @latinus_us Loretito estas actuando como político opositor y no como lord montajes, ya supera tu salida de tele risa. solo te recuerdo el precio de la gasolina. y por dignidad (si es que tienes, porque progenitora no tienes) no llenes tu tanque en México, no uses el AIFA y el tren maya OK? https://t.co/8BjAIZEvgK",    us loretito estas actuando como pol tico opositor y no como lord montajes  ya supera tu salida de tele risa  solo te recuerdo el precio de la gasolina  y por dignidad  si es que tienes  porque progenitora no tienes  no llenes tu tanque en m xico  no uses el aifa y el tren maya ok   ,es,0,0,2018-05-13 05:09:03+00:00,84,False,60,,
79,2022-03-13 23:58:30+00:00,"RT @Peaton_no: Tengas o no coche...
Seas pobre o rico...

Subsidias $6 de cada litro de gasolina comprado en México ...normalmente a los qu…", tengas o no coche    seas pobre o rico     subsidias  6 de cada litro de gasolina comprado en m xico    normalmente a los qu ,es,0,44,2009-09-24 15:45:48+00:00,517,False,29791,"Cuauhtémoc, Distrito Federal",
80,2022-03-13 23:58:30+00:00,Olor de la gasolina = olor del dinero,olor de la gasolina   olor del dinero,es,0,0,2021-08-05 14:04:16+00:00,162,False,4989,en su mente tol dia,
82,2022-03-13 23:58:28+00:00,@gustymty @El_Universal_Mx Lo que costaría un galón de gasolina en México https://t.co/GUPFpy8JOf,    universal mx lo que costar a un gal n de gasolina en m xico  ,es,2,0,2011-05-22 02:24:01+00:00,1541,False,327,,
83,2022-03-13 23:58:26+00:00,"@CNNEE Ante una situación tan tensa y con la necesidad de la mas fina filigrana para evitar que se incendie toda la pradera europea, las declaraciones del mandatario polaco, son gasolina para apagar fuego. El mundo entero està contra Putin, pero no conviene incendiar animosidades.",  ante una situaci n tan tensa y con la necesidad de la mas fina filigrana para evitar que se incendie toda la pradera europea  las declaraciones del mandatario polaco  son gasolina para apagar fuego  el mundo entero est  contra putin  pero no conviene incendiar animosidades ,es,2,1,2010-02-27 01:02:07+00:00,749,False,3523,"ÜT: 40.8176817,-73.942124",
